,HSC 1,HSC 2,HSC 3,HSC 4,HSC 5,HSC 6,MPPa 1,MPPa 2,MPPa 3,MPPa 4,MPPa 5,MPPa 6,MPPb 1,MPPb 2,MPPb 3,MPPb 4,MPPb 5,MPPb 6,MPPc 1,MPPc 2,MPPc 3,MPPc 4,MPPc 5,MPPc 6,CLP 1,CLP 2,CLP 3,CLP 4,CLP 5,CLP 6,CMP 1,CMP 2,CMP 3,CMP 4,CMP 5,CMP 6,MEP 1,MEP 2,MEP 3,MEP 4,MEP 5,MEP 6,GMP 1,GMP 2,GMP 3,GMP 4,GMP 5,GMP 6,Old HSC 1,Old HSC 2,Old HSC 3,Old HSC 4,Old HSC 5,Old HSC 6,Old MPPa 1,Old MPPa 2,Old MPPa 3,Old MPPa 4,Old MPPb 1,Old MPPb 2,Old MPPb 3,Old MPPb 4,Old MPPc 1,Old MPPc 2,Old MPPc 3,Old MPPc 4
Pdlim7,0,0,0,0,0,0,0,0,0,0,0,11.88102456,0,0,0,0,40.06611208,22.05869862,0,20.136272,0,0,9.304170782,8.718033839,0,0,0,0,0,0,0,0,0,0,47.68871593,46.61678102,0,0,0,0,15.45574195,0,0,0,0,0,0,26.17935789,0,0,66.74825637,63.16329038,23.67057061,16.44151033,0,77.24798801,39.70908401,38.93728221,0,0,45.74844658,16.04142625,0,0,41.89283827,23.03401885
Pdp1,0,0,0,0,0,0,0,0,0,0,0,0,17.40713045,46.91677209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pdp2,0,0,0,0,53.69419775,0,0,0,52.03427261,0,11.97635629,27.06429748,65.86077814,0,53.47211354,112.8962252,31.58462373,24.49719206,0,0,60.01109964,87.18607799,33.8176143,35.33874983,0,0,24.16047397,77.43414897,34.21596792,0,14.27228385,16.56391034,50.12409595,0,85.95894034,141.3155568,0,0,0,0,90.65000871,84.1475453,44.98816764,0,45.62086064,0,45.40268163,60.15689456,0,0,34.57390059,117.3628007,39.06543096,49.79837951,0,0,87.05469004,79.24296712,0,0,80.67447174,92.28901722,0,39.12832986,43.8629871,30.37073916
Pdpk1,0,0,0,0,231.0977718,229.8381504,75.60973881,0,89.92814077,124.2017225,191.2093728,220.749151,134.4807373,86.12283702,185.5873435,194.2596369,234.097213,232.2486991,120.2541925,355.341788,75.54089626,93.27719911,224.4103913,197.5204534,0,49.11816155,173.7856201,123.9354409,128.0212625,113.3145905,116.2675752,10.44178446,170.4177447,51.6937081,160.5185873,151.6669565,0,0,0,0,55.02723862,80.08435083,89.47985712,82.8614293,107.737343,100.9856712,75.99089132,193.7057649,161.1195475,162.4398722,110.9692842,197.6057014,159.985034,152.0783746,0,154.6247464,133.6119158,101.4927631,154.0328942,81.65912514,97.28470898,104.8127727,251.4076428,301.6508383,174.3566052,204.8737603
Pdpr,0,0,0,0,0,0,0,0,0,0,0,0,22.40081401,0,17.75002105,31.92635244,37.28110608,8.359412608,4.377958717,10.11815308,11.63875387,32.66392397,23.11616916,0,0,0,0,0,0,0,0,6.629540252,0,82.41770957,0,0,0,0,0,0,0,0,0,0,0,4.551291164,0,21.12971187,82.50937604,67.03193003,0,0,51.23957839,16.78959614,142.5520778,74.64271982,0,8.202189528,0,0,0,0,0,47.92512459,0,0
Pdrg1,0,0,0,0,30.76291673,77.05916418,0,0,36.36644796,0,0,17.12527604,15.91779867,8.140772443,38.47202535,34.96931342,18.85179109,15.4702632,29.38920154,52.1740605,33.44135912,20.59304575,32.12852096,24.57160289,0,0,29.23047802,37.45685951,33.21726643,36.41586086,24.37692538,28.92939915,44.59865857,23.49248422,26.60392969,26.26463106,37.42423465,37.44239068,161.4140362,41.19777702,16.87537944,45.237633,15.25658426,13.39927141,38.36981549,12.6506382,36.00434281,19.79344668,28.98201811,46.53459481,32.0407618,24.97799411,42.71332145,21.53007861,27.37507103,46.03062589,41.17143109,22.07196491,95.60438178,54.87864746,45.32448771,39.32414797,30.61788431,17.19933136,47.60262691,41.03451676
Pds5a,186.7491726,0,521.4963777,0,598.5840315,493.2515012,1184.123715,962.0405224,657.1211754,833.6708293,592.2132072,546.9204082,373.6814838,353.9660255,538.2328617,635.0371182,587.1407523,603.690958,824.6330932,822.396827,667.2775462,595.2424598,528.2272233,472.4249796,423.6077351,811.4966974,616.9983787,581.2799382,769.0246835,569.9187521,794.3159256,729.1329022,607.6922291,638.2468257,554.7950337,582.0099974,1010.675789,869.9189619,457.2752552,1063.83122,516.4121272,550.2084981,655.13683,566.319888,587.1195158,727.994349,568.530802,444.9376492,440.0252453,397.597202,496.490932,373.2561665,516.7856144,479.8271322,567.5655764,458.5975848,430.6752861,483.9427901,415.5675358,474.146274,512.6967726,503.1930505,735.8587799,445.1004843,494.4037485,594.7280988
Pds5b,0,211.5915016,336.0630054,0,572.4702291,390.7389903,1312.546549,312.925042,708.9655479,800.9166639,470.3003609,343.6889684,179.8383648,213.0803258,371.4828751,378.8250898,310.0801065,355.9250399,443.9111728,679.9207598,703.5406132,864.0036869,424.1044755,367.1851933,183.8547163,176.7986812,527.2122046,477.1917683,292.2404571,390.1058641,281.4869572,503.4119384,338.8231032,445.9012292,303.4397587,363.2264725,229.9440133,359.7662226,267.064095,209.0712653,284.8800019,328.3358288,386.3757083,264.4303016,286.4476574,314.7826935,297.4419029,262.9413201,277.7785771,267.2586506,493.1440745,410.4363157,346.8539825,365.2619945,281.8065022,201.6195508,393.1295623,320.6327152,249.5523528,325.9002509,346.1958889,302.3323605,252.2267198,344.3061574,405.6889786,365.2929881
Pdxdc1,0,0,0,0,142.9374736,121.1191782,42.44494046,83.58814285,171.9475921,50.04852133,119.2792665,102.124615,42.64018611,50.20961567,119.8738749,108.3729894,146.5409867,131.6654313,104.5187181,93.54767482,79.8890839,140.397929,84.21322499,77.31717798,0,0,77.42967475,61.7927205,77.40439684,16.78016559,77.28845264,118.4712863,93.38793393,150.2449,57.49087842,90.27050615,0,23.30901761,0,29.42829,28.2188015,84.46148226,87.22348559,68.16890525,101.1865289,116.6441493,79.38083007,132.8934322,241.7061153,104.4082192,231.4135565,114.7763078,204.1264415,138.0056936,258.5485881,122.6856834,118.0289635,146.5504047,0,236.6812085,67.79600022,87.08261355,0,53.13271647,82.21508069,74.00991162
Pdxk,293.5753005,761.7840692,586.1235613,663.2665843,415.898975,580.5728645,317.5369794,252.2892115,449.1819548,417.5019158,407.6513436,382.8078965,127.577296,144.8612702,398.5428551,350.4919339,302.3319202,577.916915,167.7054474,180.1202834,291.3573055,203.2706164,326.361279,328.0188746,164.1073677,151.4735595,80.68889173,81.49144146,209.4971083,73.80117762,247.542385,185.8301273,357.302483,169.252018,314.4524165,292.2230284,115.921029,125.4703571,547.7488137,412.1495114,228.4182888,236.2465174,142.86428,296.5022302,211.9084469,169.8415298,238.3490916,167.0540266,399.039471,309.6916783,289.2214196,320.7806799,304.2379622,322.4929649,323.1249186,414.2097815,232.2366096,381.1544886,186.3165749,329.0511597,371.7646704,365.7624059,340.8320632,364.5142693,203.6479531,202.4735521
Pdxp,0,0,1201.512509,0,697.9255356,384.8438679,718.3090089,756.0925219,592.2532608,515.8312678,257.7441214,382.7944079,23.57867698,26.10981353,751.5680555,551.8924075,516.9751625,509.8285897,330.9713,0,322.7456019,0,409.4947678,284.9651829,351.1238353,0,384.5363658,243.9797727,620.7906402,399.8707219,379.6343936,351.0008305,314.959041,295.8406725,295.3970127,192.6276837,476.0747118,0,1041.978653,966.0506513,482.6049569,489.0510765,0,517.0116848,0,102.7162494,933.6970566,0,477.2501186,449.7331476,623.0794319,720.8406136,392.0012612,377.3423767,517.7534887,429.7290164,409.0525832,407.2377668,841.619294,872.8237126,412.2380758,362.7449913,524.4462865,608.5217827,258.8863513,483.6011852
Pdzd11,0,0,0,0,78.57239189,0,0,0,0,0,0,41.54929231,0,0,0,0,22.26649049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.331836607,0,0,0,0,0,0,82.9733536,225.7932606,13.3129618,32.88529348,0,0,23.91206786,39.2564504,0,0,0,32.96915239,0,0,28.54179435,0
Pdzd8,0,0,0,0,0,0,0,0,0,0,0,0,10.31026441,0,26.68600039,22.25359823,0,0,103.5344344,0,9.640589859,150.7005795,0,0,0,0,0,0,0,0,0,109.1140275,0,0,0,0,94.43566251,0,0,0,0,0,55.73604237,69.05030168,123.0413767,55.8829995,88.80217333,41.25930767,0,0,0,0,0,0,0,0,48.59631126,0,0,0,0,0,0,0,0,0
Pdzk1ip1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.03198384,0,0,0,0,0,0,0,0,0,0,0,0,0
Pea15,131.1696139,71.15933824,0,0,39.9578868,42.73645813,31.84301847,78.95548823,46.20788554,62.06462684,97.60073521,68.71180396,20.60512615,12.12897607,49.24875596,83.78508805,121.7069421,108.4049982,0,37.52484678,121.3394872,61.7272202,146.8073057,142.3365442,0,0,0,0,0,0,21.74826493,0,0,0,12.16912175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.525392167,22.3614337,89.27800858,106.6604767,0,0,11.63159333,16.50210885,0,0,32.24061802,37.4213945,0,0,0,0
Peak1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.6808625,151.0234223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pear1,23.85746179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pebp1,3700.935107,2268.543856,2217.34446,2448.233682,2028.13339,2384.621513,1026.504328,1039.408151,1381.541362,1238.112889,2671.234723,2563.258714,1058.637692,1477.107872,1181.143262,1386.100113,1371.38737,1549.84835,1746.19061,1040.415464,459.0120649,622.0639035,2003.991041,1452.569056,703.8947251,667.8175805,1095.257608,1062.265012,746.9994904,1245.827958,834.1726425,1440.947754,959.2634064,1044.78463,1182.841484,978.6438368,908.2454222,712.0694971,1030.065556,855.1003282,861.1762419,943.6807004,787.1257898,1123.723531,903.4257299,748.6382956,562.2572172,594.0927231,2080.541953,1955.603633,1113.221584,1313.5634,1574.078471,1322.490265,1576.435898,1371.579589,1405.448584,1126.277929,1514.98065,1449.891296,1450.477374,1442.281243,1418.571006,1195.810359,963.3413794,768.9367519
Pecam1,0,0,0,0,0,0,0,0,0,20.32944042,0,0,26.25912618,27.81325309,97.54267412,106.471777,15.29938986,6.823984109,130.3084309,0,34.85168038,51.67872845,27.22576147,14.94177721,0,0,0,0,0,0,56.96554299,23.66616014,157.7603958,113.3966803,52.30644295,74.08934658,0,0,0,0,0,0,0,60.69361654,84.35793837,26.6609593,86.79800864,11.9545994,0,0,0,42.96145934,7.064183214,0,0,39.33256457,29.4922616,13.55035977,0,0,0,0,25.58381494,18.69901389,0,42.44752375
Pecr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.63867769,0,0,0,0,73.84329663,0,0,0,0,0,0,0,0,0,20.69572813,0,0,0,3.303376576,0,0,34.52081029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.7159442,0,0,0,0,0
Pef1,286.0354722,0,85.87878815,0,109.7736845,62.43865846,16.06180416,0,111.7687803,44.42962994,83.38783198,67.11526663,129.6685774,122.2690611,74.56063475,95.00531897,96.67392102,106.7959928,49.27456334,196.5645543,21.24569004,95.41805276,70.20042778,72.87447388,52.72970515,33.63869811,90.58729509,131.8594431,83.84116233,132.3973088,63.87359125,40.52672776,0,69.41248794,84.77770804,72.45724213,0,0,0,0,60.30688984,63.29014546,91.88058661,117.7469781,96.200326,44.87806596,58.08646443,73.61092714,39.93806315,55.24716543,101.8817186,117.7583658,87.25182885,136.4510848,99.19427815,47.56334047,57.05892846,111.9568407,0,0,74.36560772,101.2531045,65.13074379,26.84923962,82.4191661,92.37424313
Pelo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.15998554,0,0,0,0,0,41.35624194,131.0428025,17.42808803,0,0,0,52.59352651,68.57220037,0,0,17.61428234,8.410977814,22.80231381,0,0,0,0,0,0,70.53937336,43.49456763,0,0,74.98838774,11.35375563,25.19369169,22.41831792,49.41625845,0,0,0,0,45.69048074,0,0,0,16.32144964,82.92540105,0,0,0,18.84264351,37.02915737,0,0,81.4219707
Pelp1,0,0,0,0,0,37.82373433,0,0,0,0,87.32446176,82.80942186,12.94126183,21.02732817,67.18654124,67.4273121,81.28368252,154.255205,156.6353862,127.4491782,8.549383242,70.84818655,108.4792683,68.14412769,0,0,63.80402638,110.9130657,92.14134353,158.1808879,216.775515,125.6394408,0,145.5652092,108.3087315,64.35754682,138.6321061,0,0,0,117.5908969,110.7430388,89.65627104,56.83920654,52.49051358,25.31993578,45.58886166,121.3720924,65.76156107,54.58985067,70.1543551,71.52560572,108.0073505,77.21788548,0,96.36746257,99.10276221,107.5087743,0,0,114.9994706,96.04522838,61.56290822,85.64149077,133.4285699,110.8278875
Peo1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.24072353,0,0,0,0,0,28.93786412,0,0,0,0,0,0,0,0,0,0,0,4.475044649,0,0,0,0,0,0,0,0,0,0,0,0
Pepd,38.5691993,0,12.48251156,0,32.46005756,21.29792201,0,0,17.20035037,46.56378088,68.53596975,46.39785688,68.74496348,45.44430853,51.69370394,74.64333286,104.0162458,83.34754406,44.62140526,23.05335576,53.3611128,90.18869953,103.0605313,123.4035615,0,0,192.5663685,175.6984187,57.79662652,73.55323377,50.89930805,31.19279705,49.72244011,47.43901195,89.90275674,51.41478304,24.27771305,53.28047375,99.45901856,76.3663211,60.68191029,59.8526211,66.64115405,92.56168177,44.0498268,102.2797797,35.95662809,97.06947932,0,0,0,59.68391784,28.69564071,43.75350503,0,23.9692938,89.30662842,102.9841322,0,0,46.60620488,32.67126498,33.24924593,12.12891937,147.1834757,56.39663879
Pes1,0,0,0,0,81.81302353,133.3005699,0,0,0,0,107.1446936,120.1240032,81.36040646,58.77944005,43.38022605,100.7051448,142.9275766,97.16216683,125.8810012,0,56.0302824,112.6873718,126.4559548,90.74763878,36.59423813,40.56290117,143.907134,139.2626486,138.2117396,210.4449613,79.16010947,142.0775174,0,96.99508097,215.2320588,262.6315725,103.72488,141.3970899,0,0,207.9006594,311.4897983,59.12986971,136.6292164,35.82396995,115.8739964,0,150.6311598,199.8680588,135.0634825,122.3254287,211.3024297,92.08079279,170.6657713,53.84650879,160.205731,233.6107822,113.4651578,366.7028249,173.5240387,143.8823269,128.3261603,71.72572587,177.1864843,178.3954201,131.407827
Pet100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.92373439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pet117,0,0,0,0,0,0,0,0,0,0,0,5.959872096,0,0,0,0,30.93844864,18.31551433,0,0,0,0,18.51814726,22.70025292,0,0,22.06633318,5.60461197,49.1602365,26.80268457,0,6.824783602,22.2884273,0,31.69971536,29.44833372,0,0,34.47582253,0,14.871999,11.47448108,14.1410652,38.64199768,0,16.77521582,16.87297976,10.28798076,0,0,0,0,25.9602304,0,0,39.39535014,13.21585073,18.36732528,0,0,15.87319815,3.217350554,0,23.93091915,43.85799269,16.67194325
Pex1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.469946855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pex10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.694196375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pex11b,0,0,0,0,0,0,0,0,0,0,0,0,10.04985852,0,0,0,0,0,41.65530759,0,0,0,0,0,0,0,0,0,0,0,38.31593393,33.185279,0,0,0,0,0,18.31388585,0,0,0,0,0,0,0,33.17617765,23.72645198,19.94021555,0,0,0,0,7.116668683,0,0,0,0,0,0,0,0,0,0,0,0,0
Pex14,0,0,0,88.19615604,49.63332263,60.53510588,54.17298131,0,0,0,0,8.400954968,31.28627883,0,0,10.65374327,52.36051861,32.65300131,0,25.96140866,27.44627173,52.40236594,36.33556323,17.52461944,41.85431518,42.41333322,42.54081173,0,37.01688104,30.00834195,12.38930039,19.43763045,0,32.82901219,83.41047372,93.30725295,0,0,0,0,54.22611828,50.59645723,0,54.29958539,57.34433081,65.06491088,42.18337542,23.91851798,0,35.41309511,109.2840291,96.37464102,28.10860052,17.79397592,72.48236143,69.74637794,59.044498,71.12081705,0,118.0200035,17.62719949,53.47351217,41.91795415,89.52173906,80.30104555,95.55477462
Pex16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.92797786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pex19,102.0339724,71.05250408,121.6566875,0,76.32516946,54.05033971,64.56078693,65.27290217,55.94609213,89.31989223,82.37132359,123.6661567,74.59011114,146.7512335,79.03969526,89.3295118,28.75708435,101.960445,61.20572636,0,110.747037,206.6835441,120.8693939,109.0886274,91.01930073,35.31809223,53.6942813,80.21743768,155.7581459,80.63048956,49.97976918,69.47365169,49.99760311,25.4075759,40.36281875,91.65402093,57.35865467,76.26404309,0,0,40.47724873,39.86437734,15.62880135,36.98231181,46.46581681,84.33824549,21.35099946,58.50334912,38.542294,97.81109609,79.14369628,75.09563813,74.86495736,44.46772147,64.25045483,56.9119929,38.83241392,53.42318828,60.91566694,57.02047977,79.97460114,103.7441424,88.76903595,46.94412746,46.48720812,68.71837564
Pex3,0,0,0,0,0,0,0,0,0,0,10.7138601,10.25034411,0,0,0,0,24.46068126,22.79972762,0,0,0,0,11.60804833,36.68505545,0,0,37.62481946,0,0,0,0,0,0,0,51.10426749,18.36028055,0,0,0,0,26.69986434,48.17809052,0,0,0,0,0,52.22123317,0,0,21.028567,15.5247879,29.26425836,0,0,0,12.01283698,28.39359814,0,0,14.97764458,12.38175802,0,0,0,0
Pex5,82.47238708,0,0,0,61.92386708,0,0,0,119.1474925,115.4135359,77.09585003,40.47839049,67.39724163,14.02393857,47.19000246,72.17293612,0,14.23337599,137.493261,0,67.24319495,0,18.96150919,12.75733547,0,0,0,0,0,0,154.0891795,132.7402541,53.49146388,147.6075102,37.89554273,20.33144835,237.7530157,137.9349592,104.3497246,0,86.84091987,78.70469175,40.89363808,0,72.69036523,0,49.91749869,35.77972798,0,0,0,0,0,0,0,42.49690432,54.44050945,0,0,0,20.43677317,8.679003984,0,0,0,0
Pex6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.83476568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.36462673,15.4548995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.37765309,14.16910366,0,0,17.25555714,36.40496715,0,0,0,0,0,0,0,0
Pfas,339.7411832,1122.435928,857.9489372,641.3002537,627.5603845,882.1915955,825.9692181,544.0257775,655.8541364,705.4260694,1152.080987,1034.749485,608.6796891,639.7797413,902.6458537,998.6863795,889.8928891,1047.966899,1110.207131,789.1722908,788.6183181,751.4260635,1130.030937,1032.110824,282.7198232,270.9899397,1032.980715,1062.046647,663.1722506,925.7568935,864.9068133,845.8301631,500.3007757,869.5985188,977.9275163,791.2416475,666.6261002,895.0326534,480.4158836,536.1821635,929.3621932,1113.974438,832.0187803,671.9811765,631.3275748,697.2086521,460.5852273,723.3370209,598.9680155,772.0863602,1028.787019,998.5684883,1166.159525,1077.07248,1032.134444,957.2918253,989.2384124,1145.338579,419.4112182,535.3823365,1001.549369,1078.06218,779.0698197,696.9361904,895.2754693,888.9132369
Pfdn1,154.5288434,99.37401641,35.13318189,131.9596083,65.38077386,73.11495297,23.79630971,131.8744681,101.2216611,96.76322698,63.37587436,62.00313159,103.3013319,107.0239019,47.7643132,34.28755065,55.22181887,40.22802138,72.48529585,140.98447,74.73361519,65.52646185,25.67747506,20.21222869,178.340193,141.7815874,97.62689214,82.25818117,126.7409396,58.71850881,153.4858659,80.16486269,101.1143767,33.49231773,100.9408524,53.94378673,135.3996816,193.7792199,128.5506448,116.7516651,64.09503688,117.2467803,55.23666289,70.97693492,81.54105446,139.6829483,109.2984505,84.30674556,79.57511273,70.43383141,71.09356452,72.7645477,60.98826553,28.09184743,90.82654781,96.33267056,76.49826032,116.53109,151.9344802,99.32961616,110.5927805,50.80148829,85.3015281,139.2676258,62.46619437,39.18456516
Pfdn2,75.18509329,173.4430274,159.2415015,243.9009198,152.3003664,93.29570902,230.4126326,274.8333839,260.8036996,137.9507187,105.3431947,101.999544,112.1904272,115.1509604,98.42524346,163.8324363,164.1846968,221.6297639,108.089101,220.5476256,0,9.285222937,102.1713299,98.12310475,123.0479593,156.9375661,196.5456056,196.6592513,245.9208337,154.3144518,140.832971,51.11187071,160.4091291,143.1572504,148.1646111,166.1506695,258.5385272,159.7958984,296.4466626,264.1617923,162.9486663,238.7026333,130.2637407,84.16586298,76.5497523,148.1759018,140.2025326,110.7113444,132.0319447,223.8305505,249.7366266,195.0026314,137.5044849,95.08948164,172.6912632,192.2418384,168.1289122,218.2369412,288.3964151,128.082637,185.317976,146.9207244,169.8218017,206.9076821,208.7770189,203.0492254
Pfdn4,130.3332505,154.6008208,180.6320359,273.0413225,81.89370799,66.33726509,89.94562485,105.6492611,70.83227513,74.91293896,44.93415152,55.88922402,59.52787964,70.3920135,83.77776762,76.79968942,44.93445622,45.65661043,54.37935836,44.70218114,0,11.20792139,59.18339105,47.42059639,116.757356,98.27226585,133.235176,64.67955341,89.71123883,83.43181474,36.16739484,74.33583167,62.71125394,43.13640581,65.16544568,61.79634063,54.68295056,108.436834,124.6460814,163.5265512,73.51590921,75.42918331,31.8319917,99.08594664,102.6263059,60.91095804,110.4262043,45.29059442,162.5367166,67.87737401,67.51423163,77.43987596,54.7018147,49.60601629,50.57495593,35.21217776,40.18225058,42.24648729,58.1925214,109.615971,56.97201183,53.85302574,73.87644771,96.46845258,65.79590063,73.34290022
Pfdn5,195.8965711,146.7151246,61.34527319,159.5344746,113.7014448,124.2572701,93.83628859,156.5482127,83.57576128,92.81598322,139.9757505,174.8361024,208.9393996,238.5756446,116.6902961,90.25983878,203.562765,168.8072004,114.3857958,160.5155586,60.21969608,37.28963116,158.9728599,156.6828095,176.8180796,128.7649993,119.9965546,142.3713327,185.1573263,114.4613878,83.83693018,86.28940182,252.2625719,93.02295739,132.7760767,124.2401389,73.70519287,174.4004727,353.2229653,457.0542653,233.880775,205.699442,141.9897821,208.4806231,212.002452,211.3315308,224.7484452,204.3203451,212.4170705,167.4708851,103.3152257,145.5097744,169.358653,204.1580454,261.4280006,194.7523284,186.9066182,178.8051957,353.2328398,173.4699395,165.2676798,157.296976,276.9460217,210.109897,160.8865768,122.6536442
Pfdn6,186.3407225,299.4456799,209.6428091,374.8267905,304.1542012,169.5436379,212.5227222,275.3344597,156.2627076,270.1645502,120.9469191,159.3766134,286.5710738,212.3280831,259.5512794,188.8968632,110.1930231,143.1539466,183.5775302,255.8944141,74.63964182,89.48249982,130.252492,119.5499932,442.6273065,264.4382664,135.3731632,182.0931447,291.7264257,209.1630324,176.430592,61.83290257,247.0632979,142.8415676,139.206869,149.6143453,216.1884301,317.7806007,484.2561425,217.9698022,133.8976795,189.1840548,216.3222434,257.6866087,185.2684075,196.9739319,303.9677568,171.0512967,163.567803,141.8525849,92.80729338,115.9194452,122.0723283,124.5169207,151.703582,238.4001683,77.84965402,97.44464658,284.6382164,130.2038283,100.6047382,139.9631038,236.2134574,181.6050832,132.3357729,156.4027803
Pfkfb2,0,0,0,0,0,0,0,0,0,60.84226102,0,0,29.74470261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.56665028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pfkfb3,0,0,0,0,10.20978834,57.35433282,0,0,0,0,0,24.33748423,63.20999571,0,28.80998207,53.15487949,74.47834165,32.11166269,0,0,144.4860151,0,52.29511809,44.27027532,0,0,134.9569718,204.0400052,112.1385316,160.0233855,153.4824239,68.73416319,48.95885344,53.03973099,0,0,0,0,0,0,0,0,85.80063975,45.7185806,63.28163979,79.79116602,96.23192636,110.7375896,0,5.59627565,24.50354329,82.85408786,25.91571551,14.5594777,0,0,16.43378705,3.279824288,0,0,0,12.66005516,30.43810489,57.29137678,87.8425105,30.86094747
Pfkfb4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.79798206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.508462546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pfkl,0,286.6104463,282.9372954,0,300.5778697,179.9783159,230.2301295,202.556021,149.2838442,165.1917647,529.8394349,603.9862753,385.2888368,248.4203295,360.7896422,327.338032,444.116811,487.8245445,287.9999195,457.5922022,345.1370213,175.87336,476.6540725,376.8914231,129.2623049,134.6589025,193.690295,290.8749427,124.8241772,82.3323895,331.2543219,270.6468725,131.8209998,257.3215231,331.056706,343.1743681,178.3088139,196.9461177,0,0,237.2020977,200.124715,277.6948272,222.417728,171.0603216,183.6227137,21.74894709,199.5375635,192.5797102,215.3264096,244.4287848,267.1559966,349.7888827,277.1566129,263.8648457,252.0582308,331.20835,330.4813425,101.311328,149.7166913,465.3367307,429.9017984,293.4227319,295.6732036,347.9309483,350.7383276
Pfkm,90.54532817,0,281.1379463,0,202.9900147,366.5233985,328.8562681,361.3037729,187.8217542,287.9008289,175.4507955,241.7155587,134.4938199,61.29315342,159.3278783,157.8507509,256.990938,182.6028355,131.8191439,138.0735226,125.1126481,127.9128729,162.3925749,144.332999,0,0,108.7394118,96.48043893,205.5163627,155.5848414,168.179997,63.87192576,92.31670233,94.30558214,118.3366784,86.56909294,93.6303535,123.8841129,0,0,70.32672849,71.64686858,61.42027858,47.88833797,75.11390679,91.24744348,43.90822133,43.9571612,175.4007137,32.14069663,188.0030718,174.9522812,317.5675419,118.5561406,37.81107249,68.59597554,245.6181984,177.7985169,100.9035288,43.98005523,140.4080454,158.7191275,83.98474209,156.5905502,184.1002143,185.0045773
