,HSC 1,HSC 2,HSC 3,HSC 4,HSC 5,HSC 6,MPPa 1,MPPa 2,MPPa 3,MPPa 4,MPPa 5,MPPa 6,MPPb 1,MPPb 2,MPPb 3,MPPb 4,MPPb 5,MPPb 6,MPPc 1,MPPc 2,MPPc 3,MPPc 4,MPPc 5,MPPc 6,CLP 1,CLP 2,CLP 3,CLP 4,CLP 5,CLP 6,CMP 1,CMP 2,CMP 3,CMP 4,CMP 5,CMP 6,MEP 1,MEP 2,MEP 3,MEP 4,MEP 5,MEP 6,GMP 1,GMP 2,GMP 3,GMP 4,GMP 5,GMP 6,Old HSC 1,Old HSC 2,Old HSC 3,Old HSC 4,Old HSC 5,Old HSC 6,Old MPPa 1,Old MPPa 2,Old MPPa 3,Old MPPa 4,Old MPPb 1,Old MPPb 2,Old MPPb 3,Old MPPb 4,Old MPPc 1,Old MPPc 2,Old MPPc 3,Old MPPc 4
Pfkp,0,36.53349782,110.7733834,0,169.7985539,205.8976479,131.1615749,128.5685336,53.87773655,72.77803963,121.0612183,150.0652955,195.5738235,92.30744068,80.69497039,103.4138942,129.583526,118.0896288,48.84923885,47.53682935,100.8347423,109.708651,86.01286387,81.46366517,0,0,119.4664025,52.10938957,28.3285227,33.04789364,182.341736,14.64514741,34.49610676,74.30557092,150.1149067,86.89554791,0,45.5909764,0,0,82.69969876,51.53691737,158.9500734,201.4375833,204.9282844,223.3854418,154.4710389,270.8890667,164.625772,56.6933979,186.6052627,252.9730434,277.9304855,305.6963436,139.426358,182.9527723,199.4505782,171.7081569,165.1606265,36.66599838,110.1220633,193.1649129,64.13778178,56.22361426,67.59633738,119.4668344
Pfn1,2936.477332,1841.766106,2166.416182,1594.646108,1582.344172,1550.337672,1677.422044,1494.649863,1059.351334,1037.752163,1376.428013,1475.039229,2984.822845,2074.768035,1050.726077,1527.20487,1287.073915,1326.564357,1979.34025,1224.918031,528.4490163,736.6292818,1535.713713,1164.286397,1433.09373,1289.058843,1396.940227,1677.46716,1355.192983,1475.233412,1097.588009,1298.895058,1871.318549,1535.315666,1130.475463,1355.000921,942.7069119,714.0926006,1230.676458,1110.486125,1343.702996,994.5518525,1833.561288,1457.904156,1640.084895,1098.447485,1058.413846,1308.86028,1779.606731,1763.555371,1240.506634,1154.683181,1374.756555,1378.046937,2404.878451,2167.02646,1509.006205,1353.342963,2856.841722,2051.607346,1383.319569,924.6843469,2064.405241,1690.553159,1377.246754,1404.511426
Pgam1,1930.86574,601.7126719,451.2965903,479.9400308,860.2767973,788.3091661,630.5559836,572.2787868,227.1764219,233.0874507,1090.99224,887.9331458,2436.838158,1810.947909,765.2811456,767.2875172,1192.385572,1216.754085,1194.2663,659.2163541,561.5137612,324.8072665,1142.683151,1062.504252,895.4967399,606.9792487,866.1613816,968.0793592,945.9843867,828.4262545,785.2784295,1010.947315,278.7525927,790.4309101,1415.544248,1209.858804,235.627859,270.4959622,47.84781594,21.5559938,381.3059283,472.7338193,1184.363939,1855.734449,2067.59185,2228.575678,1336.181198,1661.503097,1467.966073,1535.22862,1012.805457,869.5863623,768.491412,756.7723729,1583.228858,1365.132537,784.9570948,776.1228982,1949.764075,1824.203249,1122.141912,1069.345852,1480.551311,1434.765934,1012.896136,983.5951349
Pgam2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25353823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.41911163,0,0
Pgam5,0,0,0,0,0,22.27564321,0,0,0,0,0,10.36559974,0,0,0,0,0,27.63822615,0,0,0,0,0,0,0,0,121.3214355,32.04119008,12.00233798,33.4297545,24.42619426,130.1847381,0,0,0,167.2571406,0,185.0835616,0,0,73.08934567,105.2291655,0,0,0,20.66884355,0,0,0,0,0,0,53.63127656,19.42654935,0,0,23.43521054,22.36187602,0,0,25.36306996,17.26338566,0,0,20.73004356,41.46973992
Pgd,387.8874384,747.0414007,677.5338245,733.0346266,827.2277724,878.9967903,512.0453885,366.9384025,552.9703194,699.9342791,815.0321387,899.394517,722.1904484,532.1968761,538.0670631,556.4345562,679.5275745,648.525778,454.5742921,539.2468125,446.340168,447.4725558,782.7656978,693.7533251,241.1853724,423.6572235,629.1820892,582.0596978,356.5779236,407.5654839,575.752683,330.0475647,383.6424148,402.9676836,663.2915842,503.5978486,343.0119952,337.6320133,425.2032077,346.7214059,475.6137194,531.6372361,705.849923,636.6479413,715.5452645,1138.753841,1183.557728,1090.431089,572.897269,495.1183166,463.5195021,527.6248848,465.6164177,559.9611145,465.6332844,489.2449445,445.1933397,568.5912664,282.7797172,261.0362071,596.5651012,476.6582791,475.3026487,445.4591067,453.9752524,441.4261569
Pgghg,25.09725257,0,207.9325952,0,157.4838333,105.1846175,0,36.05943866,0,0,108.7452009,86.42070463,52.10807334,15.81709329,34.72240812,15.53948804,89.09733034,140.1167028,31.2645942,28.26242563,116.1898468,108.9169391,83.37664184,73.11522914,0,0,19.8716153,0,0,22.55620963,16.59648589,22.09030843,53.06919881,57.97872772,0,0,0,0,0,0,0,0,0,20.70093632,32.49490411,0,25.28831725,9.519625806,100.4937873,92.45492583,84.7429262,45.22578387,96.248124,81.93309143,127.1336765,19.70560658,73.64040346,44.29602954,0,0,85.00218674,44.9041113,49.97253882,36.29737069,40.11110609,42.63293408
Pggt1b,0,0,0,0,0,0,0,0,0,0,19.46216602,29.04429762,0,0,0,0,0,17.82318422,83.71926912,0,0,0,30.06360818,20.58517948,0,0,44.24303148,47.32585238,0,0,0,80.7029598,77.99934029,22.64951622,0,0,0,0,0,0,0,0,0,0,11.04059985,0,0,0,0,57.80519786,0,0,32.53264432,0,0,0,28.78254058,18.79894459,0,0,0,0,0,0,54.65130982,34.57391344
Pgk1,4054.735763,4079.823723,3444.096413,3165.925766,2564.32707,2236.995698,2565.94913,2762.386048,2485.969274,2267.752908,2182.941015,2284.829481,3164.288388,3014.709837,2528.453787,1862.534207,2450.148406,2697.06605,2152.952031,2956.499645,2050.009674,1851.194638,2330.209448,2581.782908,1601.990316,1634.43222,2170.585072,1956.457996,1500.645136,1672.621009,1696.016021,2081.661217,2009.07605,2180.225559,1729.335473,1846.829012,1259.601278,1354.651729,1210.929517,854.4803039,1189.779548,1262.059766,2992.034769,2035.58989,2271.585766,2467.518784,1485.417313,2338.679613,2608.611723,2502.096453,2939.229528,2668.742194,2568.27853,2269.710896,2646.773934,2417.058623,2546.922472,2275.487783,2250.544692,2662.603004,2371.230486,2318.799122,2338.678394,2295.09017,2086.760143,2242.336673
Pgls,505.3362685,1071.582647,751.0618783,917.2328184,651.3327355,870.8591505,513.4666223,771.946731,624.8269348,614.8564952,522.1738306,609.7303292,334.0116906,472.2072272,555.1054176,554.8782702,440.375535,651.8224333,477.2250741,556.9250695,843.7265711,650.399904,534.3285229,543.0934098,710.1079296,793.2131681,706.3432921,753.226161,764.5304579,1014.609007,215.2148804,488.8221808,713.2660385,489.5383495,534.3159733,423.2551685,433.7857009,644.9611324,558.7423768,738.5844186,550.2518308,529.0624696,478.1475311,601.4365541,554.5886445,545.5193476,459.8102407,588.3183543,719.205251,628.4618605,559.4061365,474.7616073,408.8021005,470.061376,698.7073202,645.1126054,480.1239315,478.1977626,973.0912245,767.5854558,655.7806352,715.2256389,697.3011291,569.6700771,541.6544162,413.7440195
Pglyrp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4762962,33.30293003,17.52993337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.92551554,93.4978765,70.50723474,23.78017032,0,0,27.87138498,14.5978005,0,0,0,0,0,0,14.50690765,21.60643017
Pgm1,845.3903294,818.058516,801.3367734,681.1112358,800.8828396,1169.67627,565.4220551,550.0660736,643.5005372,472.9105113,670.2742865,757.1808154,561.4491671,674.0157351,395.023983,336.1173861,657.5502445,685.2291648,542.8375947,370.4164942,548.8406109,636.700788,541.4301594,602.8543623,113.0249072,87.87648866,371.1738958,401.5121297,313.2589536,437.8890319,439.3373408,545.0132515,307.004478,417.580368,314.4208584,267.1803885,368.0141263,526.8070387,229.2031724,329.512532,542.1239406,493.954422,405.1928392,260.3485225,233.2626737,374.5184834,406.4507508,316.6026466,1143.997476,1039.74402,845.3756379,907.4182794,858.9856848,936.3858918,902.0843579,743.0835663,569.1193253,582.074205,584.1859069,530.6680415,606.576272,507.3737816,530.9194508,637.947287,571.8112665,511.1978577
Pgm2l1,0,0,0,0,221.807699,224.1622808,0,0,64.28401826,103.2211852,144.9260328,141.8220493,46.75248102,93.10575697,154.2295901,110.022833,273.5119662,154.3926084,155.0059068,130.191318,87.51747171,96.72009418,155.763205,151.8341194,0,0,87.39439706,80.07688411,57.51417802,174.3186466,145.1242058,79.26782349,0,27.52442645,96.51410018,100.8937529,0,0,0,0,61.77242928,80.00451587,0,0,29.03606059,35.67893463,0,0,133.8146808,46.74074944,126.0240106,192.4377459,101.8280512,134.9315325,128.1690791,117.4135612,94.49940802,86.84065456,0,87.01412204,85.33112467,84.83325305,142.3081823,138.742147,159.3735636,108.7415909
Pgm3,0,0,244.6044606,0,30.51460083,92.1899442,0,0,0,23.80569914,37.66113774,27.54001297,0,45.96348097,70.63075119,124.6376391,60.72304642,83.79811432,97.56141868,117.1996146,77.46554859,37.19921077,59.72249227,54.21390735,0,0,36.4103037,50.63701149,0,0,71.52091274,54.87303448,209.0713889,84.24531045,21.77045946,7.572954425,0,0,0,0,0,13.35625446,166.8539548,179.0016162,137.0122894,76.28762612,119.0066182,58.84562321,45.78695844,0,71.18313818,19.73881406,38.93835296,22.45814674,0,47.03279568,63.91612408,51.88054202,0,0,51.30347362,39.99553102,0,30.97965351,46.20840238,103.8762658
Pgp,349.2180625,332.3944466,331.3356734,111.6901051,131.2941526,110.6380187,120.2489876,107.3173348,89.65792213,54.12186834,94.91936669,128.6071546,154.2706397,142.2811487,78.41346247,23.65703499,165.8837725,105.2812197,51.10201688,124.0008946,55.72316902,0,87.36961274,111.2212353,107.8570622,132.7312732,180.8697627,154.380615,117.6229122,176.7824463,77.97925746,150.7209141,71.00751184,89.81704945,109.2194241,87.87772414,113.9763016,92.06751817,93.39491171,85.31881295,164.3466665,153.0773947,48.3790229,81.57478363,130.9850236,176.4206166,114.9033955,183.8826894,89.43622533,45.59989883,93.98653393,163.9170431,116.3491564,128.8677179,61.23141756,68.8103263,103.3301782,136.7131586,111.0987884,93.98177701,82.60973994,93.51052848,34.88789114,53.00876592,116.3218257,111.3492845
Pgpep1,0,0,0,0,0,0,0,0,0,0,31.36344399,0,0,0,8.654720205,26.92917986,0,0,0,0,0,0,10.75317857,5.683967877,0,0,0,0,0,0,0,0,37.25445719,0,0,0,0,0,0,118.1325451,0,0,0,0,0,0,0,0,0,0,0,0,22.39242161,9.425384153,0,0,20.09726694,4.882407362,0,0,24.81181061,0,0,0,0,0
Pgr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.24828983,0,0,0,0,0,0,13.66670722,32.94874048,21.0633842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.08951664,67.29139453
Pgrmc1,322.5520267,552.3101096,326.5648741,267.1777887,124.1966872,216.5707267,285.6984038,48.01122821,96.85333396,111.1200383,104.8368762,175.5074032,37.05703402,47.09073032,196.1531121,133.8899592,104.1777398,92.81458718,101.2102883,73.89906929,125.4693019,160.8110485,89.58111339,58.36446209,207.1962606,457.4931641,43.9540846,41.66475243,102.0264895,96.09061606,174.1099921,317.3085394,181.2232502,130.1068722,64.54690532,56.38436133,166.4166813,565.6642309,435.1559589,427.5169681,93.48116971,58.5047396,49.66925756,29.77689279,42.37610746,23.77648456,153.832032,49.62483687,163.8972908,104.6551498,145.7140099,137.167809,181.2840585,142.3379638,76.08067679,145.1187968,121.3310952,84.32423605,235.923172,126.6324432,125.942862,89.10943877,61.08926804,46.51971599,55.47166656,67.84499272
Pgrmc2,45.0711946,49.13948315,376.2181609,643.3966413,194.2688109,243.4264141,273.4824921,362.031181,107.7508657,137.9724219,115.1176556,103.0895347,98.73245666,98.07211254,79.81338669,146.5796422,80.5554313,111.045363,142.4325219,176.6163095,118.417539,117.0021255,104.0684777,129.4350854,50.82687323,53.04282683,193.6581343,80.37193383,276.4560111,278.3171987,103.3953118,119.0475357,139.1246547,81.16826386,102.381053,97.26901228,190.4375752,190.3498337,0,23.50641819,121.9545184,130.6889835,120.2273243,65.74700268,46.7024061,80.07537515,127.7202824,74.62023068,270.8701211,261.9122806,234.676644,261.7480726,160.0933135,147.3562813,138.1991298,265.9171805,170.4869022,167.6689474,79.51831603,102.4553896,137.1412304,158.5584361,180.7668563,240.901241,115.9362767,134.8038435
Pgs1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.363469115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phactr2,0,0,0,0,0,0,0,0,0,0,0,0,5.144638202,0,0,0,0,0,61.83046676,83.01525996,37.2443508,0,21.81369025,0,52.1873429,69.52071973,64.92265932,87.31400886,114.5367937,16.27607889,57.56833624,0,51.48512609,28.86783356,0,0,0,0,0,0,0,0,72.05542672,69.70540907,9.291520706,28.45034124,143.05986,0,0,0,0,0,0,0,0,47.80461837,0,0,0,85.03308946,0,0,77.56327662,83.45876917,0,3.609678947
Phactr4,0,0,182.6920506,0,0,0,0,0,31.24449722,0,0,10.01983286,63.67697337,16.96447451,3.757995164,103.4397466,0,175.5509363,168.1469919,0,91.07247897,194.1792516,0,0,54.7264806,36.35317268,0,0,0,0,48.7387219,123.8632319,55.15513599,56.10500659,0,0,71.1588629,39.94587985,118.0426123,125.8175538,34.25228014,1136.497921,0,49.67539878,52.9070166,20.81486658,23.84639676,0,131.2790571,73.20694367,0,0,0,0,40.28934885,39.2803099,18.39496299,0,51.55562491,117.0430537,0,0,62.03311,66.18840461,0,0
Phax,0,0,0,0,0,0,0,0,0,153.57667,0,50.14035282,16.73239951,0,140.8580944,130.59678,44.49815678,35.86985744,0,0,124.9645907,258.0218395,71.01996309,20.97731373,0,0,113.561319,55.64598799,83.95709166,62.19139287,48.79443455,0,77.8187109,0,0,77.87714426,0,0,171.8225747,350.1522068,59.80359122,33.41203448,0,183.8695622,0,107.2733516,146.513792,31.52194891,0,0,0,0,0,83.98751401,0,0,23.97060096,26.81643718,0,0,29.44746616,0,0,0,51.86814897,41.43763994
Phb,525.5946955,956.05308,761.8652633,2143.320444,912.5724159,1391.659178,709.3513229,896.4421683,1038.511002,900.4248505,715.7607047,548.4476356,292.3902067,535.9474832,700.5034005,743.5152071,738.4953879,870.8355027,513.3430533,936.0795003,506.8730877,457.2685046,680.1662841,725.417589,907.5555521,940.8962722,742.8298026,649.8477302,1104.364934,853.7928994,506.4066448,449.8725114,1116.260141,702.5082326,956.0734755,816.6835814,1015.665439,1233.418189,1483.502438,1968.451185,1029.466071,1085.922507,727.3430541,1048.027751,867.3930413,760.7513835,818.2250322,824.4273152,864.2824731,973.9414923,1156.450732,1127.00414,870.740926,730.2164007,881.384922,848.4720232,872.3432033,899.9546512,992.8917661,1155.196345,838.577673,808.6781648,916.7403315,812.4763429,876.512245,822.0986841
Phb2,177.9814826,330.3040583,195.5041425,158.6633102,296.5772895,378.0942443,329.916597,237.5841551,403.4116491,380.39064,238.0421236,271.4550031,105.8645104,136.6766535,138.2016916,248.1037221,306.3081267,275.3865679,408.4345145,389.5627292,119.5258544,157.0368965,252.0242419,211.1512688,218.9123881,309.1179407,209.9632082,208.0250218,425.1386086,376.9385729,319.6889844,178.1135906,276.4345031,180.7637008,346.9994213,338.4524423,337.8048791,416.9203959,545.0725298,430.6053839,304.8136565,328.6523962,257.0338064,346.7134931,316.7619541,334.3470613,352.3966438,301.0766275,501.2026279,496.1452396,264.6084826,339.9174576,338.3575024,307.492078,256.2798756,388.9505174,283.1867588,275.7248848,444.8993671,311.7012694,258.4117698,281.6170531,323.8851512,412.1111633,321.9941807,388.3247792
Phc2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.60273168,90.72989229,0,0,0,0,110.2166625,43.01861344,0,0,0,0,0,0,0,0,0,119.1371132,25.67715116,34.90937957,0,0,0,0,0,0,0,0,0,0,0,0,11.3439689,5.42666123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phc3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.01566737,29.72055631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.626571884,0,0,0,0,0,0,0,0
Phex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.16065266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phf10,0,0,0,0,0,81.61465213,0,0,0,5.241205296,18.5019505,44.26924081,31.16413167,24.58735809,73.51578699,51.14317415,53.40112435,87.71270005,60.94467444,184.6232094,110.7718856,70.41294315,47.09098338,27.24327172,178.1450795,0,0,7.009942612,0,0,43.75760286,93.5131185,93.62001171,42.35043418,116.0153351,103.2696669,173.8486212,99.6215119,68.69379852,139.5659973,162.0227452,134.8044297,46.74699955,72.75116294,43.57902269,51.90108621,53.63013325,70.02989186,0,0,42.75981639,45.92671155,14.37169448,49.02782468,120.7111904,64.7245982,54.06578229,80.68182186,0,50.58016798,29.70269391,44.19943758,18.67114887,41.42081921,22.51138401,0
Phf11d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.24781308,25.91335682,0,0,45.61363238,15.73108193,30.98973086,9.913056117,0,0,0,3.732351276,0,0,0,0,0,0
Phf14,0,0,0,0,0,0,0,0,0,220.5080591,0,0,89.35608314,23.59576238,202.4775353,254.7204992,110.1902983,386.7036586,0,125.168307,248.0687655,127.1365258,68.64075648,228.9775469,0,198.2258735,0,16.4816743,0,0,71.62865588,158.7700769,73.13063522,117.4869956,171.3439999,197.4239819,0,0,0,0,216.2301627,182.9175432,82.46292803,225.9391844,48.6651474,123.066284,109.5224514,137.1144615,0,0,100.3487825,89.2686451,153.6159449,141.9781696,369.2541812,0,58.5016684,208.8643446,0,0,266.2370201,193.8183702,0,0,88.58001874,85.13382279
Phf2,0,0,245.8886685,0,0,0,0,0,0,0,45.91937199,38.98578797,0,0,39.13743729,57.0237151,53.44910732,34.73740194,47.60354271,0,133.0013349,121.1799377,26.70087662,27.23161873,177.4013282,0,63.65530813,52.04285473,187.1882261,127.2366452,0,56.17952162,125.0320527,61.86060706,50.17750889,0,117.2344465,326.7655019,37.29935748,0,23.17723765,0,75.23455698,0,110.9154946,28.19449439,0,32.13451219,0,99.14620107,94.79324441,90.54154166,0,0,84.36110997,214.2009273,68.62495319,30.82533811,0,281.7390879,17.45489568,108.8052195,29.67612996,206.909589,56.91965446,66.91763727
Phf20,0,0,0,0,0,0,0,0,0,0,0,0,10.25608658,0,0,20.00314468,0,21.33498939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.02147477,0,0,96.37580222,47.66796426,0,21.99320151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phf20l1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.79691955,0,0,2.171961628,0,0,25.07014613,20.03189668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.00349398,46.9369163,71.34375613,33.68104572,32.53145517,0,16.6171528,12.10485884,0,0,0,26.93421227,0,0,0,0,15.79021132,57.03727321,0,0,42.49636112,0,0,20.59283535,0,0
Phf21a,0,0,0,0,0,0,0,0,0,0,0,35.95216833,0,0,62.23025544,56.12193723,0,0,28.06258561,0,0,0,0,0,0,0,0,0,0,0,15.72433479,0,0,0,0,0,0,0,0,0,0,0,0,28.70681628,37.80971623,20.11881812,48.38994513,56.78098005,0,68.58298985,0,0,0,0,127.7256247,22.58507845,0,0,0,15.1611165,0,0,47.22402586,67.44376153,0,0
Phf23,0,0,0,0,0,0,0,0,0,0,0,0,0,12.29232791,0,0,0,0,130.1499255,0,0,0,20.77972964,8.332715487,39.38306785,0,0,55.4508943,23.02706506,0,66.36817313,55.17377129,80.88403422,65.30083339,0,30.66657642,61.63687483,59.24356454,0,45.04924334,90.01101343,71.98554513,0,40.13809729,22.10054568,102.2534433,33.70497067,53.63231525,0,0,10.11788172,0,0,0,12.69457786,43.31418325,39.15650851,0,0,56.01190264,0,0,62.10519369,57.43856807,25.57246923,45.24133647
Phf3,0,0,0,0,0,0,0,0,239.5873025,0,96.37308095,67.98733142,37.66856466,0,215.9970176,89.07001695,115.8240439,69.04796811,141.0180476,68.85301803,198.9300621,296.5640948,93.33541446,73.8526658,0,154.1527995,83.809578,86.03385393,155.7097616,58.20880427,190.872055,125.1072044,165.3555668,96.18405296,53.06613445,46.24134077,105.8895177,205.0257537,0,250.043529,196.349674,82.63579952,31.71070271,99.31814384,123.4785492,50.43627099,177.5261705,148.0929507,0,0,140.7786982,0,54.34449242,81.41867653,94.82561921,132.3446646,119.5967855,142.811807,63.60770202,87.66081657,108.6954329,226.9373946,48.17535862,158.1011976,107.5733778,87.28320549
Phf5a,0,0,0,0,136.7471987,224.7210831,118.3795278,0,123.074255,141.2247881,123.8939493,64.52887978,8.400313311,0,136.39234,126.053229,114.8893064,89.72884802,89.539186,111.6692544,184.1799718,90.42535951,116.8668078,65.17888036,115.1793329,183.7742311,120.0169297,113.1028718,167.0381657,167.0191068,149.2366558,178.3098108,44.46410124,140.4763561,87.35801973,100.5055338,146.912694,153.0862067,0,0,144.8170108,105.5040736,161.8147297,109.2832472,135.4347161,159.2292964,41.95313603,88.84452815,61.36892062,100.8724398,195.0579284,139.7537303,115.0188979,122.1863161,154.7806484,0,100.2323068,71.83900734,0,14.08212707,85.21943118,112.062903,94.23818625,56.26866552,95.99211861,110.0930307
Phf6,0,0,0,0,46.2021941,35.64582346,340.9949408,0,290.757,72.65430627,107.6347018,87.95515807,67.25793028,51.64593645,163.291168,179.701066,122.7101982,125.5364826,63.80669376,309.0492492,328.2463185,111.2412857,99.72947691,87.99192547,141.2653975,107.9753926,183.5729592,194.185775,134.3092911,180.2709692,186.1577723,75.23252611,79.73006704,197.1658508,182.5921009,143.8402157,145.1694868,152.7698097,0,0,125.3907505,101.8787985,125.1441281,94.82330156,123.0017506,138.255132,0,114.5241738,71.18104335,91.27294929,79.56999245,111.4268086,142.9033448,174.7713794,128.2774087,83.83007598,162.9628329,197.0575338,80.81570597,59.47592146,145.4611412,95.80412715,58.12425841,49.39882518,214.6457474,213.4450643
Phf8,0,0,0,0,0,0,0,0,0,0,27.3262867,0,0,0,25.23035237,46.24862014,4.507607909,0,0,112.7448531,123.4979606,94.20591346,18.96316089,0,0,121.9156917,0,0,0,0,86.82091886,102.6723759,0,0,0,82.83028054,0,0,0,0,59.34318078,108.1284615,0,36.07721919,17.83236283,45.67252937,108.6572016,53.04385671,0,0,0,0,38.67261708,83.04939037,0,0,18.39905743,48.82351693,0,0,8.165219712,0,0,0,0,0
Phgdh,577.8290792,1643.941966,978.7973551,1450.822928,1046.632706,1082.346429,1684.107841,1557.943374,1670.619146,1474.827523,1176.246939,1109.761087,1604.173637,1130.486802,1735.361218,1689.5895,1310.101222,1412.596977,2154.571688,1903.679599,1697.002923,2148.864142,1512.63512,1510.045966,1927.674091,1903.9802,1720.796649,1666.688721,1571.703195,1798.224231,1394.679311,1529.069156,1705.131893,1732.954559,1353.691838,1294.437732,1090.635694,1717.774395,1010.811687,1327.292879,918.4914685,920.5850068,1990.143679,1908.664738,1687.949072,1921.103412,1674.703871,1204.615459,1326.301871,1234.337889,1051.774928,1225.793558,836.5619073,815.1467217,1084.899684,1012.328916,1128.990364,1148.617228,1845.846756,1493.343009,1322.243354,1307.93485,1483.671172,1618.063776,1783.614875,1533.446035
Phip,0,0,0,0,173.2433726,0,0,0,0,0,48.47946015,114.5715002,56.81318799,146.9443778,53.31465771,57.56924037,60.94574854,43.87819216,208.76476,42.04409783,217.6049114,274.2484278,51.35188268,70.4863246,207.3647505,452.0312822,174.9453029,74.62215494,233.9663286,121.8667554,217.1913586,102.3616988,166.3237523,113.8257363,40.8263415,43.45820995,89.40203112,335.2533791,0,204.0867458,68.56213091,99.20770397,101.9681652,151.8560799,166.2546163,203.1665028,71.31660278,80.44705688,287.0335948,289.7387803,138.164965,144.3318821,74.23746275,94.13400193,208.1785081,263.3372398,117.7953502,79.44566366,536.063923,151.9963519,71.10606349,59.43599803,132.0466334,251.5621806,66.90407263,106.8534636
